answers;H;(H);(Hd);A;(A);Ad;At;Sex;Obj;Aobj;Aat;Food;N;Geo;Pi;Arch;Art;Abs;Bi;Ti;Ci
"Хризантема, с разноцветными бутонами.";;;;;;;;;;;;;;;1;;;;;;
"Бергамот, с ароматными листьями и нежными цветами.";;;;;;;;;;;;;;;1;;;;;;
"Клубника, с красными ягодами на зеленых листьях.";;;;;;;;;;;;;;;1;;;;;;
"Тополь, с изящными листьями и дрожащими ветвями.";;;;;;;;;;;;;;;1;;;;;;
"Абрикосовое дерево, с сочными плодами и нежными цветами.";;;;;;;;;;;;;;;1;;;;;;
"Малина, с яркими красными ягодами на зеленых кустах.";;;;;;;;;;;;;;;1;;;;;;
"Ландыш, с нежными белыми цветами и ароматом весны.";;;;;;;;;;;;;;;1;;;;;;
"Каштан, с красивыми цветами и твердыми плодами.";;;;;;;;;;;;;;;1;;;;;;
"Груша, с сочными сладкими плодами на ветках.";;;;;;;;;;;;;;;1;;;;;;
"Алоэ, с мясистыми листьями и цветущими соцветиями.";;;;;;;;;;;;;;;1;;;;;;
"Черешня, с сочными ягодами на ветвях.";;;;;;;;;;;;;;;1;;;;;;
"Лаванда, с ароматными цветами и изящными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Грецкий орех, с твердой скорлупой и сочным ядром.";;;;;;;;;;;;;;;1;;;;;;
"Пион, с нежными цветами и сладким ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Лимонное дерево, с яркими плодами и ароматными цветами.";;;;;;;;;;;;;;;1;;;;;;
"Кабачок, с сочными плодами на зеленых листьях.";;;;;;;;;;;;;;;1;;;;;;
"Ромашковое поле, с белыми цветами и золотистыми серединками.";;;;;;;;;;;;;;;1;;;;;;
"Оливковое дерево, с мягкими листьями и плодами.";;;;;;;;;;;;;;;1;;;;;;
"Черника, с сочными синими ягодами на низких кустах.";;;;;;;;;;;;;;;1;;;;;;
"Слива, с сочными плодами на ветвях.";;;;;;;;;;;;;;;1;;;;;;
"Магнолия, с ароматными цветами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Чеснок, с ароматными головками и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Клевер, с яркими цветами на зеленой дышащей траве.";;;;;;;;;;;;;;;1;;;;;;
"Фундук, с мощными кустарниками и вкусными плодами.";;;;;;;;;;;;;;;1;;;;;;
"Анютины глазки, с нежными лепестками и глазками.";;;;;;;;;;;;;;;1;;;;;;
"Ирга, с красными ягодами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Подсолнух, с яркими желтыми цветами и высокими стеблями.";;;;;;;;;;;;;;;1;;;;;;
"Петуния, с яркими разноцветными цветами и ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Черный дрозд, с сочными ягодами на ветках.";;;;1;;;;;;;;;;;1;;;;;;
"Айва, с ароматными плодами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Рододендрон, с яркими цветами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Ягоды годжи, с яркими красными плодами и сладким вкусом.";;;;;;;;;;;;;;;1;;;;;;
"Эвкалипт, с ароматными листьями и пряным запахом.";;;;;;;;;;;;;;;1;;;;;;
"Манго, с сочными плодами и сладким вкусом.";;;;;;;;;;;;;;;1;;;;;;
"Дыня, с сочным мякотью и сладким ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Ромашка, с нежными белыми лепестками и желтым центром.";;;;;;;;;;;;;;;1;;;;;;
"Папоротник, с изящными листьями и мягкими ветвями.";;;;;;;;;;;;;;;1;;;;;;
"Яблоко, с сочной мякотью и красными щеками.";;;;;;;;;;;;;;;1;;;;;;
"Барбарис, с кислыми красными ягодами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Мята, с ароматными листьями и охлаждающим эффектом.";;;;;;;;;;;;;;;1;;;;;;
"Вишня, с сочными кислыми плодами и сладким ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Рапс, с яркими желтыми цветами и высокими стеблями.";;;;;;;;;;;;;;;1;;;;;;
"Клюква, с кислыми ягодами и красными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Земляника, с сочными красными ягодами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Эспарцет, с яркими сиреневыми цветами и мягким ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Слива, с сочными плодами и сладким вкусом.";;;;;;;;;;;;;;;1;;;;;;
"Кориандр, с ароматными зелеными листьями и специфическим запахом.";;;;;;;;;;;;;;;1;;;;;;
"Персик, с сочными плодами и ароматными цветами.";;;;;;;;;;;;;;;1;;;;;;
"Гвоздика, с красивыми цветами и ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Абрикос, с сочными плодами и сладким ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Вереск, с яркими сиреневыми цветами и медовым ароматом.";;;;;;;;;;;;;;;1;;;;;;
"Смородина, с сочными красными и черными ягодами на ветках.";;;;;;;;;;;;;;;1;;;;;;
"Калина, с сочными красными ягодами и крупными листьями.";;;;;;;;;;;;;;;1;;;;;;
"Фундук, с яркими красными орехами и зелеными листьями.";;;;;;;;;;;;;;;1;;;;;;
